B01LW9P0H4,"on May 8, 2018",amzn1.account.AH6BIXU7QUFLEDOKDTT7WDQZ53QQ,I love this Android phone,"I love this Android phone, great battery life and nice accessories. Make sure to buy a case as it will not survive a drop.",5,positive
B01LW9P0H4,"on May 3, 2018",amzn1.account.AFGJW2BKRX7J3DA6VZEAMONU5AOQ,Five Stars,What a awesome phone...hello Moto!,5,positive
B01LW9P0H4,"on May 1, 2018",amzn1.account.AG6KNXCK2NCLBJHVVICXV2AUQJIQ,Five Stars,Performing wonderfully. Gets a bit heated up while charging.,5,positive
B01LW9P0H4,"on April 24, 2018",amzn1.account.AF2QINY3MAX57JEC4FZD6O5W4XAQ,Five Stars,Great product!,5,positive
B01LW9P0H4,"on April 21, 2018",amzn1.account.AEP2U3HWLU7TXHX2PDV7JBQFUEMA,Best Android I Have Owned Thanks to Stellar Battery Life,"This has been easily the best Android phone I've owned to date. I chose the Z line for the mods, and the Play model in particular for the larger battery and headphone jack. I intended to purchase a battery mod for this phone first, but quickly found that the battery performance made such a purchase unwarranted. With moderate use I can get almost 3 full days off of a single charge; continuous use easily passes the 10 hour mark.<br /><br />It was over a year before I purchased a mod for this phone, and only because Verizon was offering the projector mod for free with the purchase of any other mod. I love both mods; they work great.<br /><br />The only gripe I've had owning this phone is that the case manufacturers like to have cutouts over the mod contacts on the back of the phone. The reason for this is totally lost on me, as you have to remove any case in order to use the mods so this essentially only serves to expose the contacts to wear needlessly. This is by no means Motorola's fault though, just a small annoyance as an owner of the phone.<br /><br />Even with the Z2 line out, I think I'd still buy this phone again given that the Z2 Play has a smaller capacity battery.",5,positive
B01LW9P0H4,"on April 19, 2018",amzn1.account.AHMDLDKSY7J27XG3WVQ4MNPLHR4A,Five Stars,Very happy and love it,5,positive
B01LW9P0H4,"on April 19, 2018",amzn1.account.AFDGTFIM7PL3LVWDYAGPDKXDWBZQ,Moto Z Play is the best!,"This phone has everything I could possibly want, and with the Moto mods, it promises ever more! It's fast and reliable and the split screen view is so cool! I can text and watch videos at the same time, or sure the net or...darn near anything! Screen resolution is bar none and the 16 megapixel back can is ridiculously powerful for a cell phone. I'm super excited to get the projector mod and the Alexa speaker mod! Phone accessories were never this cool! It beams into from one phone to another just by, ""kissing,"" the phones together! So cool!",5,positive
B01LW9P0H4,"on March 25, 2018",amzn1.account.AGSQIIUGXPUBJLAOZPV2JQR65P7A,"Arrived in perfect condition, no complaints","Arrived in perfect condition, no complaints. As stated in the description, it will give you a notification every time you boot up that it's not a Verizon sim card or whatever but yeah, everything works just fine. Will update if something goes wrong.",5,positive
B01LW9P0H4,"on March 17, 2018",amzn1.account.AFBVPKILZ4FW46SGZEXACMURC6MQ,"Very solid phone, great battery life","I've had this phone for about 10 months now and I really like it.  The battery life is phenomenal.  I never have to worry about running out of battery during the day.  I don't even have to charge it nightly like every other phone I've ever owned.  Also, when I do need to charge it, the fast charger that came with it is awesome.  It is also the most stable phone I've ever had.  I rarely have to reboot it. It's a very pure Android experience with just a few Motorola tweaks that make the phone better.  There aren't any laggy skins like you would get on a Samsung phone.  The only reason I give it 4 stars instead of 5 is because the camera is pretty mediocre. It's especially disappointing compared to my old Nexus 5X and my wife's Pixel (1st gen).",4,positive
B01LW9P0H4,"on March 12, 2018",amzn1.account.AERHNMGEJKIHXD5QAPYB3YZN6G7Q,"Mediocre device, but Motorola really dropped the ball on this one","I feel obligated to write a full review of the complete experience I've had with this phone, and warn others who could potentially experience the same scenario. I bought this phone through Verizon strictly to see if Motorola has begun to catch up with the high-end models in the market, and to try out the Moto mods which seemed like a cool idea.<br /><br />First the phone's glass fractured within a week without any dropping, hitting, or excess pressure. It literally sat on my nightstand and had a hairline crack when I woke up and checked the time. Regardless of my frustration (I'm insanely careful with all of my phones), Motorola was just not having it, and insisted I pay $190 for damage repairs. It didn't hinder and function of the phone, and was barely noticeable; so I continued to use it as-is for about a year. During that time, I experienced the following with the phone:<br /><br />Pros:<br />Awesome Battery Life<br />The Moto Mods functioned well; Especially the speaker which was pretty nice on many occasions<br />The shake feature to turn on the LED flashlight came in handy a lot more than you might think<br /><br />Cons:<br />Mediocre Bluetooth functionality<br />Horrible call Clarity<br />Small storage with no SD slot<br />Speaker without Moto Mod was very quiet<br /><br />Unfortunately, with almost a year of use, the phone began glitching and the battery is giving out. It randomly reboot about a week ago, and now the power/lock button quit functioning; rendering the phone practically useless. I've recently had the misfortune of dealing with Motorola customer service for the first time, and found it insanely frustrating to deal with 3 different ""supervisors"" from China (they were speaking Mandarin in the background...) all contradicting one another until one of them made the decision they would not help me until I paid the $125 damage repair for the glass. This was over the span of 4 days in which I was contacted by them several times, some saying they'd take care of me through the warranty, but the others saying I need to pay $125 for it to be fixed. After telling the ""supervisor"" to cancel the repair process, and expressing how frustrated I was with the service and the company, I got the standard ""is there anything else?/Have a good weekend"" pitch. It's clear this company has absolutely no sense of accountability for their products, nor do they seem to care how their customers feel about it.<br /><br />I'm not on a mission to drag down a company here (although, I feel like I should be), but trying to stay unbiased from my experience, I would hate for this to continue happening to anyone else. If you're looking for a good product backed by a reliable company that cares about said product, this is not it.<br /><br />Overall, this was a mediocre device that obviously came with some major design flaws. Paired with the worst manufacturer customer service I've ever encountered, I would steer hard left, save your money , and invest a little more in a quality device with a company that stands behind it.",2,negative
B01LW9P0H4,"on August 5, 2017",amzn1.account.AE2DIL3NBXQAPCWJPZCTGUHRPSVQ,Five Stars,Very nice phone,5,positive
B01LW9P0H4,"on August 1, 2017",amzn1.account.AGKA7WBAUMGDRJNENFDWOHGXLFMA,Five Stars,Ridiculously good value. Has an amazing large battery with great life.,5,positive
B01LW9P0H4,"on July 31, 2017",amzn1.account.AF36WXCF26KHXH5UBNUFCQFMPOAA,Good Phone - but broke after 6 months,"I've had this phone for 6 months and I liked it very much.  Today it went to sleep and won't wake up.  Now I'm going through the return/exchange/warranty maze of inanity now and quickly found that Motorola's Customer Support and Warranty Claims are horrible (long waits, non-English, poor service, etc.).  I had much better customer experience when I was with my previous phone(s) - Samsung . . . If this is your first Motorola, beware and review warranty info.",1,negative
B01LW9P0H4,"on July 29, 2017",amzn1.account.AGIR7ZLI3F7OI626NWM2UPZZK7GA,Best Android phone for reasonable wallets,"Easily the best Android phone for anyone who doesn't want to shell out for a Pixel.<br />Motorola's version of Android is the best among manufacturers, and the battery life on this thing is worth the purchase alone.",5,positive
B01LW9P0H4,"on July 28, 2017",amzn1.account.AFDW6I242DB34YFWLS2KRMWTUANA,Don't bother looking at a Galaxy. This is a lot of phone at a much lower price.,"I can't believe just how much phone I got for this price. The OS is extremely intuitive and has no idiosyncrasies. Screen quality is excellent, the camera is so good that I don't understand why an external camera module is made for it. It's just a great phone all-around.<br /><br />Incidentally I use this with Straight Talk.",5,positive
B01LW9P0H4,"on July 27, 2017",amzn1.account.AFIM4BJCRKFY2Q7TIDFEJNDHUJUA,Moto Z Surprise,"If I am to rename this phone, it would be ""Moto Z ... Suprise!"". As you notice in most of reviews, here and on Youtube, people are surprised how good this phone is for its price, which makes it indeed a very good value. I am in the camp which switches more frequently between iPhone and Android, this time moving from a terrible iPhone 6s experience back to Android. I was so tired of the iOS interface (dated, clumsier than Android) and low battery life of the iPhone, which was the original reason I bought it, that I was fiddling lately with my old Nexus5. I wished I would have that with just better battery and camera experience. And I found it in this phone.<br /><br />The positive surprises for me are:<br />- Better camera than I expected from some reviews. The 16Mp makes a big difference, and in my view compensates for other on-paper minuses. I used this phone in a recent vacation in Caribbean and the images are just phenomenal.<br />- Better in person than in pictures. I believe Motorola found the right form factor in this phone. I was looking the other day side by side vs Galaxy S7 and to me this looks better (I may be biased). This phone speaks ""I mean business"".<br />- Better display than expected. I just love the colors and contrast and in general the balance. It is unbelievable bright at max brightness. iPhone 6s was just a shame in sunlight, compared with this thing. Moto looks decent side by side vs a WQXGA GS7 panel.<br />- Moto Gestures: no gimmick, very useful and straightforward<br />- Fingerprint is extremely fast and reliable<br /><br />The positives that hold true as expected:<br />- Battery life: this is truly awesome. Spending a full day taking pictures and movies on a remote island and coming back to the hotel with 43% of battery is hard to believe. This was the main selling point for me.<br />- Usability: We are in an age when the mid tier of products in many areas, from smartphones to cars, deliver an experience that suits 95% of the usage modes. I would make a parallel between this phone and a Honda Accord in this regard. The value of the combined price and experience trumps branding.<br />- SW updates so far: Android 7, very stable<br /><br />I encourage to buy this phone with confidence if this is your price bracket.",5,positive
