B079YM4RXS,"on May 23, 2018",amzn1.account.AFZI3QE54JK4X7JEFRDDKTXJNCOQ,Tale of Two Phones,"This is my second Moto Z.  I purchased one last year, and really like it.  Overall, it is a solid phone.  My biggest issue is with the ridiculous desire by Lenovo/Motorola to make this the ""thinnest"" phone for some reason.  This results in a product with limited battery life.  I wanted a wireless charging phone, and with the wireless charging back shell, this works well.  After going this route, I decided to find one of the wireless charging battery pack Moto Mods, which are out there, but not as readily available as some of the other novelty mods.<br /><br />The design of the phone, with the desire to have either a wireless or wireless/battery mod mounted all of the time severely limits protection choices.  The only comfortable choice I could locate was the Incipio bumper case.  But you'll need to make sure you get the right one.  The Moto Z, Moto Z Play and Moto Z Force all have different phone dimensions (thicknesses) resulting in a spat of bad reviews for this case (i.e. phone falls out of case).<br /><br />One of the reasons I have gravitated to the Lenovo/Motorola phones was the limited modifications to the stock Android platform.  Unfortunately, one of my previous purchases after the early Moto G phones, was a Moto X Pure Edition........which was supposed to see quicker updates.  Not even close.  My first Moto Z though already received the Oreo update two weeks ago.<br /><br />Unfortunately, that was about the same time my phone took a tumble and cracked the corner of the glass screen.  I decided to replace this phone with another Moto Z, so I bought my second one and received it yesterday.  I always try to purchase items on Amazon that are actually ""fulfilled by Amazon"", regardless of the seller.  This usually means that I get what I ordered.  In setting it up and loading the updates, I realized that something was ""off.""  After looking at the phone details, I realized that what I received was not a US edition (Software Channel = retus).  Instead, I received an Asion Pacific variant (Software Channel = retapac).  This meant that the Oreo update my previous Moto Z got did not come through on this phone.<br /><br />I requested a call from Amazon Technical Support.  The customer service rep was very pleasant, but had to arrange a return of this phone, as it is not the US Retail version as advertised.  In addition, I'm not going to purchase another and gamble on having to return that one.<br /><br />Overall, I like the power and overall performance of the Moto Z, but I'm not sure making this purchase on Amazon is the best choice anymore.",4,positive
B079YM4RXS,"on May 17, 2018",amzn1.account.AGCSPCHJEYZL345QEKBF3DJJ3OHA,Perfect gift for the wife !,The wife loves it..thankfully found a good phone after trying so many other unknown brands..,5,positive
B079YM4RXS,"on May 15, 2018",amzn1.account.AFXQ2VRJ3NKOS24LPOTVX7XCJ3EQ,battery sucks for this model.,horrible.  if there was a moto/android phone that would turn me away from this line it would be THIS ONE.  the battery is horrible!  the camera for some reason keeps rebooting it!  battery wont hold.  you literally have to walk around w/ a damn portable battery to be able to even use this thing.,1,negative
B079YM4RXS,"on May 14, 2018",amzn1.account.AGRWR55CU7O7P53TJRCZY46K44DA,Four Stars,Camara is blurry when zooming speaker sounds bad when it's very loud,4,positive
B079YM4RXS,"on May 14, 2018",amzn1.account.AGPGMYXUY3WQ6ZV5IIXRTQQUTL5Q,NO WARRANTY!!! NOT AUTHORIZED TO SELL MOTOROLA PHONES!!,Really great phone just don't break it! It does not have a US Warranty as advertised. Motorola said they are not an authorized user to sell their phones! So If it breaks it is on You!!!,1,negative
B079YM4RXS,"on May 10, 2018",amzn1.account.AG44AY5ZF6HYC44VGUMIOKYJ2NYQ,I would have been better off buying the phone from Verizon,"It should be know that not all carriers can activate this phone. I have a Verizon contract and have for 10yrs. Verizon told me after hours of trying to JAIL BREAK the phone,you that AT&T  could turn it on. So know I have a contract for this phone through AT&T (another headache), because I still have my tablet and another cell phone with Verizon. In comparison to Verizons retail price and the this price, I would have been better off buying the phone from Verizon. It doesn't hold a charge despite the fact I bought the battery pack, has a crazy annoying start up screen and process. Lesson learned.",1,negative
B079YM4RXS,"on May 9, 2018",amzn1.account.AHCV4WQFNGI3NXYNAJC64N6UH3MA,Great phone until the battery dies early,"As many others have stated, this phone is great to use initially.  I've been a Motorola customer back to the Razr and Atrix, and absolutely loved the 1st gen Moto X.  The lightly skinned Android experience with the added Moto display, made this exactly what I wanted in my phone.  At least until the battery died.  Every phone owner understands battery degradation, but this is beyond degradation.  The phone is useless unless plugged into the wall or into a portable charger.  Even my Moto Mod battery pack is unable to keep it on without random shutdowns and the inability to power up without being plugged in.  If you read the 100+ pages in the Lenovo/Motorola forum regarding the battery issue, it's surprising that nothing is being done to help the owners of this phone other than to recommend sending in for service.  And since a good chunk of people are now outside of warranty, it'll cost you $150+ for replacement/repair.  With this phone dying after 15 months of use, I couldn't convince myself that a replacement would get me much mileage, so the only solution is to look for a new phone that will not be a Motorola.",1,negative
B079YM4RXS,"on May 8, 2018",amzn1.account.AHKOMVM4BDJZXEAVHGESWBFTWXVA,"no useful information, I was tired of paying for iphones","it shuts down whenever it wants to. lenovo does not seem to care, you can't even register the damn thing. you go to their chat room, and they just spin you back to another website that you have already been to, no useful information, I was tired of paying for iphones, so i thought i would try MOTO, needless to say I went back to iphone, at least there is some consistency",1,negative
B079YM4RXS,"on May 8, 2018",amzn1.account.AHFJENIP3VISOR5AJKUBXNSMTLDQ,Two Stars,"Hi, I don't get a Moto Z but a G5. I want the difference to be refunded.",2,negative
B079YM4RXS,"on April 29, 2018",amzn1.account.AGOARZIGGERDF3WKKFYPO5I633FA,Great phone for the price.,"I just received this phone (in rose-gold) as a gift from my daughter after my well-loved Galaxy s5 finally bit the dust, never to rise again.  Have to say that I really like it.  It's fast, capable, and the fingerprint sensor works sooo much better than my old phone did.  The screen visibiity inside and out is slightly better than the old s5. Both use AMOLED technology.<br /><br />It is large, but comfortable to hold.  Mine came with a wood-grain back cover, a bumper, data cord, separate power cord (was the Euro-220v type, but had an adapter), headphones, 3.5mm to USB-C adapter for the headphones, and a small pick to open the sim-sd card drawer.<br /><br />The phone can accept either a second sim card OR a micro-SD card, it uses nano-sim cards, fwiw..  Which will mean that I can keep the other sim card in place for when I travel outside of the country,  With 64gb memory, and cloud storage, I'm not terribly worried about SD card storage.<br /><br />Setup was a breeze, it auto-connected to both my google account and  to my service provider  so no huge setup was needed.,<br /><br />When it arrived,, it had 83% charge.  Charging time is reasonable, but it is a battery hog.  I have the Moto-z mod for extra battery power arriving in a day or 2, which should take care of that problem for me.  But so far, I've never dipped below about 30%, and I use the phone all of the time.<br /><br />The camera is fantastic, the included app is ok, but when I used the 'HD Camera App', it was even better.<br /><br />This phone has been fast responsive and a pleasure to use; at this price, it's a great deal.",5,positive
B079YM4RXS,"on June 20, 2017",amzn1.account.AEV3XU2O7OJEW5QZ23LGHHS3YVBQ,Sound and Charging not working,"3 months after buying this phone I started having issues with charging and sound. All of the sudden it would stop charging and would turn mute to audio and calls I have to restart it in order to get those functions back. Tried factory reset, but it did't help. Now I'm contacting Motorola customer support and would see if they would resolve the issue or return the phone!",1,negative
B079YM4RXS,"on June 8, 2017",amzn1.account.AGTWILLUCCVKOAHJKW2QPU3ADJGA,Good I like it,Good  I like it,5,positive
B079YM4RXS,"on June 7, 2017",amzn1.account.AE3AHGBBMSNFC2JL73XB5UCFSGWA,Four Stars,awesome phone so easy to use with lots of power,4,positive
B079YM4RXS,"on May 25, 2017",amzn1.account.AHTFS2GR52I42U4TII24RLSLTX7A,Five Stars,The best of Moto,5,positive
B079YM4RXS,"on May 24, 2017",amzn1.account.AFGARFNIDC57RRBII2Z7QKNE4V7A,Perfect fit,Nice quality,5,positive
B079YM4RXS,"on May 6, 2017",amzn1.account.AGB2PD43MMYBMYEK66HBBG6PUAUQ,Great phone bad price.,This was better priced at 499. 699 is asking to much for a cell phone without a lease or contract.,5,positive
B079YM4RXS,"on May 5, 2017",amzn1.account.AFTNWUGC5576EQMHW7755VWDYJEA,Five Stars,Excellent phone I like it very fast and easy to use.,5,positive
B079YM4RXS,"on May 1, 2017",amzn1.account.AENYEH3SFOXSTHOLZLHJMEAJ6MPQ,Five Stars,is gooog,5,positive
B079YM4RXS,"on April 28, 2017",amzn1.account.AEYSGVEEXIRY2YELGKFRU6CZ456Q,Five Stars,Very good,5,positive
B079YM4RXS,"on April 26, 2017",amzn1.account.AGAOSDJXKYTEFWB4WBEG3DOBEXXQ,Five Stars,Good phone.,5,positive
B079YM4RXS,"on April 25, 2017",amzn1.account.AF634ENLLK7HAQACYBI6W52SETJQ,Buggy... buggy buggy buggy.,"The phone battery works good for texts. Phone use is a pain in the ear. The phone has locked itself into speaker mode - people phone in the office and I answer and I used to get blasted with full speaker in the ear. I have since learned to adjust for this annoyance, but I shouldn't need to. Then the hands free calling kind of sucks. it used to work OK, but after the ""update"", I now get the joy of having my car tell me there is an incoming call, and when I press the steering wheel button to answer it, the handset speaker is what I get to hear - not coming out of my car. Again, I have learned to adjust for this annoyance, but I shouldn't need to. Oh yeah, there was one time I found a serious bug in the Accessibility menu, called Talk Back. If you have never used it, DO NOT DO TURN IT ON!!! You will be locked out of your menu and you will be stuck in this alternate dimension where nothing you do will undo what you just did. The controls that used to work, no longer work. I found myself turning the phone on and off several times and pressing whatever buttons I could find to get back to the accessibility menu and turning it off. Funny they would put such an option under the Accessibility Menu - it's like putting a Sputter and Quit button on the dash in your car. Game play is out of the question unless I have a battery pack or charger nearby. Access to the internet is amazing almost everywhere and I love the size, but these buggy issues have me regretting my decision to buy this phone.",2,negative
B079YM4RXS,"on April 25, 2017",amzn1.account.AEZY6SKCPUPS2XW42YQWX6YT6IIA,Bad joke from Lenovo,"Bad joke from Lenovo.<br />After update 7.0  and some security updates, this phone is simple unusable. The battery drain in only 2-3 h to zerro! I can't use it during all working day without charging. I try some resets, clear cache partition, make an factory reset, nothing help.  Don't buy this bad joke from Lenovo! The next bad side is camera lens.  The camera's glass begins to scratch even after you get the phone out of the box! I don't know what an glass is it, mabe China made glass special from Lenovo..",2,negative
B079YM4RXS,"on April 25, 2017",amzn1.account.AGVGPBU4RTHWVHDLVNURRZTB3FJQ,Beautiful phone-okay battery,"Great phone, beautiful screen, and works well. The battery is okay with the 7.0 update, can't wait to get the 7.1 update as well.",5,positive
B079YM4RXS,"on April 22, 2017",amzn1.account.AGWHRJUGK6GXAM3VPT7WAVBXFEAQ,MOTO Z is well worth the price,Still getting use to this Amazing Phone... Fun in your hands and easy to use.,5,positive
B079YM4RXS,"on April 18, 2017",amzn1.account.AEZSWDOXMZ6CYHRX6DH74N3WES5Q,Great value for money!,"Got this from Warehouse deals, best phone for the price I paid!",5,positive
B079YM4RXS,"on April 17, 2017",amzn1.account.AGYWZFRDCCQPJ7VQWKOWYA5CS2AA,Excellent Android phone. Great clean Android software.,"I love my Moto Z. I bought it to replace my older Moto X Pure. I was concerned about the small battery, but it has not been an issue for me. I keep an extra USB C cable lying around if I need some juice at work...etc, but it is rarely an issue. Other than that, the hardware and the functionality is great. I'm very happy with the (nearly) stock Android, and not the crap that Samsung, HTC, LG and others put on their phones. The hardware is great for me, very light weight, excellent screen, fast operating system.",5,positive
